Seconds,FlowRate
244800,13.4
253080,13.4
253800,259
254160,776
254520,1820
255600,1880
257400,1880
259200,1940
259560,2000
261000,2020
262800,2030
264600,2030
266400,2030
268200,1780
270000,1630
271800,1590
273600,1410
280800,1140
284400,1030
288000,861
295200,743
298800,634
300600,622
309600,467
320400,467
327600,423
330120,423
331200,345
345600,345
352800,345
374400,282
396000,210
417600,174
432000,146
439200,132
459000,96.2
