Datetime,SecondsFromBeginning,HX_flowsignal,XF_flowsignal,PL_flowsignal,CW_flowsignal,Totalflow
1995-08-04 00:01:00,60,0,0,0,0,0
1995-08-04 00:02:00,120,0,0,0,0,0
1995-08-04 00:03:00,180,0,0,0,0,0
1995-08-04 00:04:00,240,0,0,0,0,0
1995-08-04 00:05:00,300,0,0,0,0,0
1995-08-04 00:06:00,360,0,0,0,0,0
1995-08-04 00:07:00,420,0,0,0,0,0
1995-08-04 00:08:00,480,0,0,0,0,0
1995-08-04 00:09:00,540,0,0,0,0,0
1995-08-04 00:10:00,600,0,0,0,0,0
1995-08-04 00:11:00,660,0,0,0,0,0
1995-08-04 00:12:00,720,0,0,0,0,0
1995-08-04 00:13:00,780,0,0,0,0,0
1995-08-04 00:14:00,840,0,0,0,0,0
1995-08-04 00:15:00,900,0,0,0,0,0
1995-08-04 00:16:00,960,0,0,0,0,0
1995-08-04 00:17:00,1020,0,0,0,0,0
1995-08-04 00:18:00,1080,0,0,0,0,0
1995-08-04 00:19:00,1140,0,0,0,0,0
1995-08-04 00:20:00,1200,0,0,0,0,0
1995-08-04 00:21:00,1260,0,0,0,0,0
1995-08-04 00:22:00,1320,0,0,0,0,0
1995-08-04 00:23:00,1380,0,0,0,0,0
1995-08-04 00:24:00,1440,0,0,0,0,0
1995-08-04 00:25:00,1500,0,0,0,0,0
1995-08-04 00:26:00,1560,0,0,0,0,0
1995-08-04 00:27:00,1620,0,0,0,0,0
1995-08-04 00:28:00,1680,0,0,0,0,0
1995-08-04 00:29:00,1740,0,0,0,0,0
1995-08-04 00:30:00,1800,0,0,0,0,0
1995-08-04 00:31:00,1860,0,0,0,0,0
1995-08-04 00:32:00,1920,0,0,0,0,0
1995-08-04 00:33:00,1980,0,0,0,0,0
1995-08-04 00:34:00,2040,0,0,0,0,0
1995-08-04 00:35:00,2100,0,0,0,0,0
1995-08-04 00:36:00,2160,0,0,0,0,0
1995-08-04 00:37:00,2220,0,0,0,0,0
