V1,V2,V3
1970-08-06 05:19:00,278340,2564.323884861
1973-08-31 10:07:00,295620,3011.74113890196
1975-07-26 10:07:00,209220,2738.70622864006
1977-07-06 10:07:00,122820,2260.45574664897
1992-08-10 10:07:00,209220,2153.95257265825
1994-07-08 10:07:00,209220,972.675135411406
1995-08-06 10:07:00,209220,1729.34621889942
1996-07-29 02:06:00,353160,5206.13876754041
1998-05-22 02:06:00,266760,1858.02137497416
