Seconds,FlowRate
172800,114
198000,85.5
201600,85.5
208800,91
228240,91
228600,228
230400,553
234000,2000
237600,3910
241200,5600
244800,6000
248400,6160
250200,6140
255600,5760
266400,4410
273600,3880
280800,3120
288000,2500
298800,1920
309600,1570
318600,1320
324000,1210
331200,1060
338400,948
345600,866
356400,766
374400,628
396000,494
417600,430
450000,378
460800,332
482400,260
489600,260
504000,234
518400,180
547200,126
572400,108
590400,103
